"Artifact_ID","Core","Class","Length","Width","Laminar_Index","MeanThick","Max_Thick","CarenIndex","Surf_Area","Surf_Thick","Angle_Lat_Marg","SDThick","CVThick","Weight","Curvature","Surface.Plat","Plat_Depth","Plat_Width","FlakeSurf_Plat","Plat_Prof","Plat_Prep","Cortex","Cortex_Loc","No_Scars","Long_Ridges","Termination_type","Trans_Section","Flake_Type","EPA","IPA","X_W_rat","IL_PS","Surf_ProxW"
"Disc_08_14","Discoid_08","D",52.7,45.8,1.15065502183406,9.76666666666667,12.5,3.664,2413.66,247.132423208191,-4.56385246506657,2.63860232362177,0.270164060439089,24.26,173.905908515041,144.64,12.8,22.6,16.6873617256637,"CC","L",5,5,3,0,"Feather","Triangular","Flake",74,116,1.64159292035398,0.00795530297175098,0.25649889380531
"Disc_08_15","Discoid_08","D",52.8,39,1.35384615384615,10.7,13.2,2.95454545454545,2059.2,192.448598130841,11.1417738554108,3.46506373197762,0.323837731960525,19.44,176.091955497819,6.28318530717959,2.5,3.2,327.731858814831,"RT","L",3,2,1,0,"Feather","Triangular_Asymmetric","Backed Flake",65,119,9.625,0.215471307570566,4.90197224723038
"Disc_08_16","Discoid_08","D",58.2,33.7,1.72700296735905,10.5333333333333,16.1,2.09316770186335,1961.34,186.203164556962,12.161481865634,4.6147107770212,0.43810545351467,22.67,166.150663836641,10.3672557568463,2.4,5.5,189.186033990217,"CC","L",2,2,2,0,"Feather","Triangular","Flake",70,122,5.81818181818182,0.166582459993675,3.08664132057009
"Disc_08_17","Discoid_08","D",58.9,46.5,1.26666666666667,13.2333333333333,16.7,2.78443113772455,2738.85,206.965994962217,-2.00514760752012,3.408160142299,0.25754358757927,37.99,175.796425509382,219.6,12.2,36,12.4719945355191,"CX","C",2,2,1,0,"Feather","Triangular_Asymmetric","Backed Flake",71,119,1.04722222222222,0.00576806314511233,0.171675774134791
"Disc_08_18","Discoid_08","D",37.9,21.7,1.74654377880184,5.8,7.8,2.78205128205128,822.43,141.798275862069,-1.05820331346626,1.92527054375915,0.331943197199854,6.18,174.553561173052,7.76758783600076,2.3,4.3,105.879716762036,"RT","L",2,2,2,0,"Feather","Triangular","Flake",67,120,4.37209302325581,0.224850212920292,2.42031379585653
"Disc_08_19","Discoid_08","D",46.9,33.7,1.39169139465875,9.63333333333333,11.4,2.95614035087719,1580.53,164.068858131488,-5.30360834095396,1.83726850393609,0.1907199139034,13.62,163.48232040259,15.4880517821977,2.9,6.8,102.048341665328,"CX","L",5,5,3,1,"Feather","Triangular","Flake",65,118,3.02941176470588,0.0898558071879896,1.33005753658947
"Disc_08_20","Discoid_08","D",53.8,33.4,1.61077844311377,10,11.8,2.83050847457627,1796.92,179.692,-1.51018022832203,1.43061758225833,0.143061758225833,18.05,169.398030228212,108.12,10.2,21.2,16.6196818349982,"RT","L",3,2,1,0,"Feather","Triangular","Flake",58,115,1.23584905660377,0.0148980618120031,0.242323344432112
"Disc_08_21","Discoid_08","D",46.2,38.9,1.18766066838046,7.1,7.9,4.92405063291139,1797.18,253.123943661972,-5.70006867153787,0.748331477354789,0.105398799627435,13.53,177.022926345064,87.33,8.2,21.3,20.5791824115424,"RT","L",2,2,2,0,"Feather","Triangular","Flake",65,108,1.41784037558685,0.013599687030579,0.345814725752891
"Disc_08_22","Discoid_08","D",37,24.8,1.49193548387097,4.56666666666667,5.2,4.76923076923077,917.6,200.934306569343,-5.26131739253961,0.634209919681348,0.138878084601755,4.66,181.2388759295,37,5,14.8,24.8,"CX","L",5,5,4,0,"Feather","Triangular","Flake",70,105,1.51351351351351,0.0403225806451613,0.605405405405405
"Disc_08_23","Discoid_08","D",65.2,54.9,1.18761384335155,11.1333333333333,16.1,3.40993788819876,3579.48,321.510179640719,8.21803427575732,3.55183833465933,0.319027395328682,36.95,163.085139926576,17.0431401457246,3.1,7,210.024676755236,"RT","L",1,1,0,0,"Feather","Triangular","Flake",90,105,4.67142857142857,0.0696828068769632,1.91866051211243
"Disc_08_24","Discoid_08","D",47.7,47.1,1.01273885350318,5.86666666666667,9.8,4.80612244897959,2246.67,382.955113636364,-21.9048261689584,2.94882274061286,0.502640239877193,12.18,172.349224890158,72.38,7.7,14,31.0399281569494,"RT","L",5,5,2,0,"Feather","Triangular_Asymmetric","Pseudo-Point",58,115,1.85,0.0139919708967005,0.357833655705996
"Disc_08_25","Discoid_08","D",32.2,31.9,1.00940438871473,4.96666666666667,7.8,4.08974358974359,1027.18,206.814765100671,10.0939898546498,2.41430919496424,0.486102522476022,5.54,178.754390520222,14.31,2.7,10.6,71.780573025856,"CX","L",5,5,3,0,"Feather","Circular","Backed Flake",45,136,2.5377358490566,0.070538391943727,1.87980433263452
"Disc_08_26","Discoid_08","D",47.8,55.7,0.858168761220826,14.8333333333333,21,2.27619047619048,2662.46,179.491685393258,-13.4083469812692,5.23598658855765,0.352987859902763,44.22,179.609567282971,402.93,33.3,24.2,6.60774824411188,"RT","C",1,1,0,0,"Feather","Triangular","Flake",37,126,1.73140495867769,0.0021298209644872,0.103988285806468
"Disc_08_27","Discoid_08","D",35.2,31.2,1.12820512820513,4.53333333333333,5.6,5.57142857142857,1098.24,242.258823529412,10.550274938734,0.793025150224688,0.174932018431916,4.68,172.174809586051,144.76,4.7,30.8,7.58662613981763,"CX","L",5,5,2,0,"Feather","Trapezoidal","Flake",62,117,0.970779220779221,0.00779362481490141,0.206548770378558
"Disc_09_01","Discoid_09","D",35,27.3,1.28205128205128,8.26666666666667,13.3,2.05263157894737,955.5,115.584677419355,2.94953763500876,3.64264860903284,0.440642976899134,6.6,178.136558387663,38.3274303737955,4,12.2,24.9299259220174,"CX","L",5,5,2,0,"Feather","Triangular_Asymmetric","Pseudo-Point",70,120,1.73770491803279,0.0334499670222563,0.55312865468003
"Disc_09_02","Discoid_09","D",46.3,45,1.02888888888889,8.16666666666667,11.2,4.01785714285714,2083.5,255.122448979592,4.59087477891216,2.19139732185248,0.26833436594112,18.45,170.306805716782,64.05,6.1,9.6,32.5292740046838,"RT","C",5,5,3,0,"Feather","Triangular_Asymmetric","Backed Flake",70,112,3.6875,0.0160638390146587,0.552693208430913
"Disc_09_03","Discoid_09","D",42.9,46.8,0.916666666666667,9.73333333333333,14.5,2.95862068965517,2007.72,206.272602739726,-18.2092017308044,3.37078955472189,0.34631399534814,16.25,178.530796952045,11.25,4.5,5,178.464,"RT","L",5,5,2,0,"Feather","Triangular_Asymmetric","Backed Flake",82,116,6,0.0814814814814815,2.66666666666667
"Disc_09_04","Discoid_09","D",42.8,41.4,1.03381642512077,7.53333333333333,8.9,4.65168539325843,1771.92,235.210619469027,-0.131111566386463,1.06562449087639,0.141454578434918,13.48,172.647684978635,53.46,8.1,13.2,33.1447811447811,"CX","L",5,5,4,0,"Feather","Trapezoidal","Flake",70,120,1.95454545454545,0.0193381299124724,0.482603815937149
"Disc_09_05","Discoid_09","D",36.7,38.1,0.963254593175853,7.43333333333333,8.1,4.53086419753086,1398.27,188.108071748879,-4.93399993842543,0.531245915016974,0.0714680603161849,11.62,178.960592275541,70.38,6.8,20.7,19.8674339300938,"CX","L",5,5,3,0,"Feather","Trapezoidal","Flake",71,110,1.53623188405797,0.0136864818581394,0.451832907075874
"Disc_09_06","Discoid_09","D",41.9,31.8,1.31761006289308,7.73333333333333,10.3,3.0873786407767,1332.42,172.295689655172,10.0928837193713,2.46891789161883,0.319256623916228,10.14,177.264598539363,47.52,4.8,9.9,28.0391414141414,"RT","L",5,5,2,0,"Feather","Triangular","Backed Flake",48,130,2.47474747474747,0.0277274844884908,0.515572390572391
"Disc_09_07","Discoid_09","D",50.1,41.1,1.21897810218978,10.4333333333333,12,3.425,2059.11,197.358785942492,7.12533460798199,1.87320284243028,0.179540208539644,25.71,173.407017862872,182.52,7.8,26.8,11.2815581854043,"CC","L",3,3,3,0,"Feather","Trapezoidal","Flake",70,115,1.41417910447761,0.00667860016540533,0.207648476879246
"Disc_09_08","Discoid_09","D",43.6,39.4,1.10659898477157,9.23333333333333,12.5,3.152,1717.84,186.047653429603,3.1143433319977,2.65371856499935,0.287406342779713,15.9,179.554981999605,117.97,9.4,25.1,14.5616682207341,"RT","L",5,5,4,0,"Feather","Triangular","Flake",59,110,1.38247011952191,0.00938034233086016,0.294142578621683
"Disc_09_09","Discoid_09","D",49.8,44.6,1.11659192825112,9.4,10.8,4.12962962962963,2221.08,236.285106382979,-15.889568135839,1.10453610171873,0.117503840608375,22.1,179.53979046143,106.76,6.8,21.4,20.8044211315099,"CX","L",2,3,3,0,"Feather","Trapezoidal","Flake",76,110,1.41588785046729,0.0104588977917864,0.283814162607718
"Disc_09_11","Discoid_09","D",37.5,25.8,1.45348837209302,8.03333333333333,9.6,2.6875,967.5,120.435684647303,-7.59077473219363,1.80800688297608,0.225063097465902,7.17,178.873756770256,75.44,9.2,16.4,12.8247613997879,"CC","L",3,3,2,0,"Feather","Triangular","Flake",88,93,1.15243902439024,0.0192668129916891,0.250530222693531
"Disc_09_12","Discoid_09","D",53.8,39.9,1.3483709273183,5.83333333333333,7,5.7,2146.62,367.992,-19.9350448027265,0.833999733546454,0.142971382893678,9.15,168.617081321406,14.62,4.3,6.8,146.827633378933,"RT","L",3,3,2,0,"Feather","Triangular","Flake",71,106,2.08823529411765,0.0922278336059026,0.971272229822161
"Disc_09_13","Discoid_09","D",62.9,33,1.90606060606061,10.1,13.8,2.39130434782609,2075.7,205.514851485149,-2.91426017374224,2.7288581250528,0.270183972777505,17,168.668082944858,17.225,5.3,6.5,120.505079825835,"RT","L",2,2,2,0,"Feather","Triangular_Asymmetric","Backed Flake",77,110,4.23076923076923,0.110656638958526,1.59651669085631
"Disc_09_14","Discoid_09","D",60.5,51.5,1.1747572815534,10.9,12.7,4.05511811023622,3115.75,285.848623853211,-15.7162405274497,1.82391520270726,0.167331669973143,33.78,167.065775562023,58.46,7.9,14.8,53.2971262401642,"CX","L",2,2,2,0,"Feather","Trapezoidal_Asymmetric","Flake",80,101,2.20945945945946,0.0200950612650256,0.55935682517961
"Disc_09_15","Discoid_09","D",62.4,38.3,1.62924281984334,9.13333333333333,10.1,3.79207920792079,2389.92,261.670072992701,8.2226920169011,1.29700509722291,0.142007857360173,22.94,161.744950988125,13.1946891450771,3,5.6,181.127419806754,"RT","L",1,1,0,0,"Feather","Triangular","Flake",81,110,4.83928571428571,0.12347716584526,2.05385664656684
"Disc_09_16","Discoid_09","D",61.4,33.6,1.82738095238095,10.3333333333333,13,2.58461538461538,2063.04,199.649032258064,-2.8921693918078,1.90146142626022,0.184012396089699,24.59,172.149240811037,33.5207936138031,4.4,9.7,61.5450822486043,"CX","C",3,2,2,0,"Feather","Triangular","Flake",85,105,2.98969072164948,0.0545148475132903,0.865134648484529
"Disc_09_18","Discoid_09","D",47.3,36.4,1.29945054945055,9.93333333333333,12,3.03333333333333,1721.72,173.327516778523,1.56470344821334,2.71334152332916,0.273155186912332,18.51,171.800939916098,74.425,6.5,22.9,23.1336244541485,"CX","L",2,2,1,0,"Feather","Triangular","Flake",69,115,1.54148471615721,0.0174598663009815,0.474302989586832
"Disc_09_19","Discoid_09","D",56.1,43.2,1.29861111111111,12.0666666666667,14.3,3.02097902097902,2423.52,200.844198895028,-19.5944830607145,1.92584757675391,0.159600627907782,25.47,172.111867409484,18.5353966561798,4,5.9,130.750911078668,"RT","L",1,1,0,0,"Feather","Triangular","Flake",63,127,3.71186440677966,0.0700611449109803,1.1815231368517
"Disc_09_20","Discoid_09","D",33.6,21,1.6,8.73333333333333,11.9,1.76470588235294,705.6,80.793893129771,3.40945663801454,2.42807651352991,0.278024028266783,6.54,171.800939916098,76.545,8.1,18.9,9.21810699588478,"CC","C",3,2,1,0,"Feather","Triangular","Flake",60,129,1.06349206349206,0.0209027369521197,0.262590632961003
"Disc_09_21","Discoid_09","D",46.5,57.7,0.805892547660312,15.2666666666667,18.1,2.56906077348066,2683.05,175.745633187773,8.53308683479048,3.0092450142113,0.197112118834801,42.93,178.180933589241,122.04,5.4,28,21.9850049164208,"CC","C",1,1,0,0,"Feather","Circular","Flake",75,115,1.57142857142857,0.0066035115344175,0.360537528679122
"Disc_10_01","Disc_10","D",31.4,38.1,0.824146981627296,8.76666666666667,9.1,3.45054945054945,1196.34,136.46463878327,-15.4553089307432,0.249443825784929,0.0284536683404862,8.9,178.879264424165,163.68,9.3,12.3,7.30901759530792,"CX","L",5,5,3,0,"Feather","Triangular_Asymmetric","Backed Flake",61,118,2.16260162601626,0.00503511108032317,0.162512218963832
"Disc_10_02","Disc_10","D",58.2,47.5,1.22526315789474,7.43333333333333,9,5.27777777777778,2764.5,371.905829596413,5.34493533095658,1.80800688297608,0.243229625512477,18.76,169.088252358422,115.6,8,17.6,23.9143598615917,"CX","L",5,5,1,0,"Feather","Triangular_Asymmetric","Backed Flake",68,104,2.1875,0.0105991622655254,0.333044982698962
"Disc_10_03","Disc_10","D",34.1,28,1.21785714285714,4.23333333333333,5.4,5.18518518518519,954.8,225.543307086614,0.310545470183831,0.939266853573692,0.221874059899297,3.91,162.474658750419,16.83,2.2,15.3,56.7320261437908,"CX","L",5,5,3,0,"Feather","Triangular","Flake",71,110,1.15686274509804,0.0723622782446312,1.05169340463458
"Disc_10_04","Disc_10","D",45.3,60.9,0.74384236453202,11.0333333333333,13.7,3.30656934306569,2758.77,250.039577039275,-16.3310276653178,3.56121078036982,0.322768348674002,31.49,180,100,5,18.5,27.5877,"CC","L",5,5,2,0,"Feather","Triangular","Flake",50,133,2.37837837837838,0.0074384236453202,0.44
"Disc_10_05","Disc_10","D",67.9,43.5,1.56091954022989,14.3333333333333,18.1,2.40331491712707,2953.65,206.068604651163,-0.675052921684039,3.14572019664107,0.219468850928447,41.53,179.324931460133,190.74,13.2,28.9,15.485215476565,"CX","C",3,3,2,0,"Hinge","Triangular","Flake",76,95,1.24567474048443,0.00818349344778172,0.188738597043095
"Disc_10_06","Disc_10","D",57.7,48.2,1.19709543568465,10,11.9,4.05042016806723,2781.14,278.114,-17.9171418003887,2.47790233867277,0.247790233867277,27.41,159.343822367917,40.28,5.3,15.2,69.045183714002,"RT","L",4,4,3,0,"Feather","Triangular_Asymmetric","Backed Flake",78,116,1.625,0.0297193504390429,0.613207547169811
"Disc_10_07","Disc_10","D",52,48.2,1.07883817427386,14,14.2,3.3943661971831,2506.4,179.028571428571,-10.0012891951169,0.216024689946929,0.0154303349962092,35.89,156.311933475579,84.55,8.9,19,29.6439976345358,"CC","L",1,1,0,0,"Feather","Triangular_Asymmetric","Backed Flake",65,125,1.75789473684211,0.0127597655147707,0.395032525133057
"Disc_10_08","Disc_10","D",47.5,49.2,0.965447154471545,21.1666666666667,23.1,2.05627705627706,2337,110.409448818898,0.569535862163686,1.59234278833283,0.0752287931495823,34.24,180.911284092514,130.625,12.5,20.9,17.8909090909091,"CX","L",5,5,3,0,"Feather","Triangular_Asymmetric","Pseudo-Point",60,123,1.41148325358852,0.0073909830007391,0.225837320574163
"Disc_10_09","Disc_10","D",58.2,39.2,1.48469387755102,12.3,13.1,2.99236641221374,2281.44,185.482926829268,-0.68324651411601,0.748331477354788,0.0608399575085193,32.25,170.608709735219,57.95,9.5,12.2,39.3691113028473,"CX","L",3,3,2,0,"Feather","Triangular","Flake",60,109,2.65573770491803,0.02562025673082,0.559102674719586
"Disc_10_10","Disc_10","D",52.2,34.2,1.52631578947368,9.8,10.2,3.35294117647059,1785.24,182.167346938776,2.74352641802248,0.282842712474619,0.0288615012729203,17.67,170.760041757221,67.16,9.2,14.6,26.5818939845146,"CC","L",5,5,3,0,"Feather","Triangular","Flake",69,115,2.04794520547945,0.0227265602959155,0.445205479452055
"Disc_10_11","Disc_10","D",59.7,58.3,1.02401372212693,13.7,16,3.64375,3480.51,254.051824817518,-14.3208994537822,2.11187120819429,0.154151183079875,50,160.228785538251,224.5,10,29.1,15.5033853006681,"CX","L",4,4,4,0,"Feather","Triangular","Flake",63,109,1.39518900343643,0.00456130833909546,0.180846325167038
"Disc_10_12","Disc_10","D",61.8,46.5,1.32903225806452,18.1,22,2.11363636363636,2873.7,158.767955801105,-1.20520658503449,3.00111090542597,0.165807232343976,43.38,174.432929357748,125,10,25,22.9896,"CC","L",5,5,3,0,"Feather","Triangular_Asymmetric","Backed Flake",63,120,1.112,0.0106322580645161,0.2224
"Disc_10_13","Disc_10","D",37.4,31,1.20645161290323,5.43333333333333,6.1,5.08196721311475,1159.4,213.386503067485,2.14451140854981,0.498887651569859,0.0918198131723666,7.02,162.712517789532,35.49,4.2,16.9,32.6683572837419,"CX","L",2,2,2,0,"Hinge","Triangular","Flake",74,115,1.49704142011834,0.0339941282869323,0.712876866723021
"Disc_10_14","Disc_10","D",59.5,29.8,1.99664429530201,8.9,10.7,2.78504672897196,1773.1,199.224719101124,-4.31673426716754,2.33666428910958,0.262546549338156,15.27,173.851849660487,35.405,7.3,9.7,50.0804971049287,"CC","L",5,5,3,0,"Feather","Trapezoidal_Asymmetric","Backed Flake",85,93,2.1340206185567,0.0563944159102391,0.58466318316622
"Disc_10_15","Disc_10","D",64.6,83.3,0.775510204081633,31.2333333333333,36.9,1.75067750677507,5381.18,172.289647812166,-7.17475549554612,6.98013053045731,0.22348336810429,313.52,178.935651508591,191.345,7.7,27.1,28.1229193341869,"RT","L",1,1,0,0,"Feather","Trapezoidal_Asymmetric","Backed Flake",59,120,2.16236162361624,0.00405294208932364,0.306253103033787
"Disc_10_17","Disc_10","D",64.3,38.7,1.66149870801034,11.4666666666667,12.7,3.04724409448819,2488.41,217.0125,-2.33827865581484,1.74419672692682,0.15211017967385,27.95,148.505148106499,50.37,6.9,14.6,49.4026206075045,"CX","L",5,5,3,0,"Feather","Triangular_Asymmetric","Backed Flake",66,121,1.54794520547945,0.0329858786581365,0.448679769704189
"Disc_10_18","Disc_10","D",49.8,62,0.803225806451613,12.0666666666667,14,3.55714285714286,3087.6,255.878453038674,-22.3489634219173,2.38932812499432,0.198010618093452,31.59,180,37.96,5.2,14.6,81.3382507903056,"RT","C",1,1,0,0,"Feather","Triangular_Asymmetric","Backed Flake",68,116,2.52739726027397,0.0211597946905061,0.972075869336143
"Disc_10_19","Disc_10","D",28.1,28.2,0.99645390070922,3.1,4.2,6.69047619047619,792.42,255.61935483871,6.51774861266757,1.04243305140746,0.336268726260471,2.15,163.576956533853,33.44,4.4,15.2,23.6967703349282,"CX","L",5,5,2,0,"Feather","Circular","Flake",65,124,1.61842105263158,0.0297982625810173,0.735645933014354
"Disc_10_20","Disc_10","D",39.1,43.7,0.894736842105263,9.73333333333333,11.6,3.37068965517241,1708.67,175.548287671233,7.09063096271405,2.36267268622258,0.242740344474923,15.65,172.015529326457,77.4,6,25.8,22.0758397932817,"RT","L",2,3,4,0,"Feather","Triangular","Flake",64,120,1.3062015503876,0.0115599075207398,0.435400516795866
"Disc_10_21","Disc_10","D",73.7,114.4,0.644230769230769,24.0666666666667,27.9,2.6415770609319,8431.28,350.330193905817,-17.9602032047929,2.71088341484633,0.112640585104418,174.5,167.843397756373,286.33,20.9,27.4,29.4460238186708,"RT","L",2,1,1,0,"Feather","Triangular_Asymmetric","Backed Flake",55,131,1.98175182481752,0.00224995903059676,0.189641322949045
"Disc_10_22","Disc_10","D",72.6,55.2,1.31521739130435,15.3,19.7,2.80203045685279,4007.52,261.929411764706,7.87953842586517,3.44093010681705,0.224897392602422,61.06,177.158304667586,427.55,17,50.3,9.37321950649047,"CX","L",1,1,0,0,"Feather","Circular","Flake",55,118,0.976143141153082,0.00307617212327061,0.114840369547421
"Disc_10_23","Disc_10","D",51.8,33.8,1.53254437869822,6.23333333333333,9.5,3.5578947368421,1750.84,280.883422459893,-4.20128184931807,2.50909456887451,0.402528540461151,12,172.91196583046,81.9,9,18.2,21.3777777777778,"CC","L",5,5,4,0,"Feather","Triangular","Flake",62,115,1.4010989010989,0.0187123855762909,0.311355311355311
"Disc_10_24","Disc_10","D",29.6,31.3,0.945686900958467,5.76666666666667,7.1,4.16901408450704,926.48,160.661271676301,-0.354771495064539,1.48174071805952,0.25694925746697,5.11,176.451139773647,55.44,5.6,11.5,16.7113997113997,"CC","L",5,5,2,0,"Feather","Triangular_Asymmetric","Backed Flake",83,105,2.02608695652174,0.0170578445338829,0.42027417027417
"Disc_10_25","Disc_10","D",36.5,35.4,1.03107344632768,5.36666666666667,7.2,4.91666666666667,1292.1,240.763975155279,1.88352721763295,1.5542057635833,0.289603558431671,7.3,168.66102682131,31.7929176543287,4.4,9.2,40.6411268713514,"CC","L",5,5,2,0,"Feather","Triangular_Asymmetric","Backed Flake",63,115,2.93478260869565,0.0324309161410765,0.849245743770983
"Disc_10_26","Disc_10","D",47.5,28.9,1.64359861591696,17.0333333333333,20,1.445,1372.75,80.5919765166341,-7.82827443722485,2.33285709425636,0.136958342128553,21.06,169.841205142595,126.38,14.2,17.8,10.8620826080076,"CX","L",5,5,3,0,"Feather","Triangular","Flake",69,120,1.1685393258427,0.0130052113935508,0.164583003639816
"Disc_10_27","Disc_10","D",90.8,46.3,1.96112311015119,19.0333333333333,22.6,2.04867256637168,4204.04,220.877758318739,7.2185196530187,4.55802101306648,0.239475709968466,82.84,177.41390540062,52.275,4.1,15.2,80.4216164514586,"CX","C",1,1,0,0,"Feather","Triangular","Flake",56,125,2.32894736842105,0.0375155066504292,0.677187948350072
"Disc_10_28","Disc_10","D",16.1,36.4,0.442307692307692,4.53333333333333,5.6,2.875,586.04,129.273529411765,4.09081697777445,1.1115554667022,0.245196058831369,2,180,9.625,3.5,5.5,60.8872727272727,"CX","L",5,5,2,0,"Feather","Circular","Flake",76,110,4.94545454545455,0.045954045954046,2.82597402597403
"Disc_10_29","Disc_10","D",107.8,81.3,1.3259532595326,20.7333333333333,24.9,3.26506024096386,8764.14,422.707717041801,4.05056511855315,4.13306450738701,0.199343947301624,206.79,161.583055639781,159.3,10.8,19.7,55.0165725047081,"RT","L",1,1,0,0,"Feather","Triangular_Asymmetric","Backed Flake",76,117,3.10152284263959,0.00832362372587944,0.383553044569994
"Disc_10_30","Disc_10","D",58.9,67,0.87910447761194,14.7333333333333,16.1,3.6583850931677,3946.3,267.848416289593,-19.0823535912176,1.06562449087639,0.0723274541318814,62.69,177.66504414498,91.485,10.7,17.1,43.1360332294912,"CC","L",3,4,2,0,"Feather","Triangular_Asymmetric","Backed Flake",60,115,2.30994152046784,0.00960927449977527,0.431764770180904
"Disc_10_31","Disc_10","D",27.1,28.4,0.954225352112676,5.3,5.5,4.92727272727273,769.64,145.215094339623,-3.80422554931385,0.163299316185545,0.0308111917331218,4.04,168.117970446689,75.555,6.9,21.9,10.1864866653431,"CX","L",5,5,4,0,"Feather","Trapezoidal","Flake",70,122,1.05479452054795,0.0126295460540358,0.30573754218781
"Disc_10_33","Disc_10","D",39.2,27.6,1.42028985507246,4.86666666666667,6.6,4.18181818181818,1081.92,222.312328767123,0.58464573845711,1.2684198393627,0.260634213567677,4.27,163.517498572624,23.14,5.2,8.9,46.7554019014693,"CX","L",5,5,3,0,"Feather","Triangular","Flake",61,114,2.31460674157303,0.061378126839778,0.890233362143475
"HD_01_01","H_Discoid_1","HD",65.2,39.4,1.65482233502538,15.2333333333333,17.1,2.30409356725146,2568.88,168.635448577681,13.6439628574394,2.16384431561566,0.142046672797527,30.63,176.483818587213,35.175,6.7,10.5,73.0314143567875,"CX","L",4,5,2,0,"Feather","Trapezoidal_Asymmetric","Backed Flake",55,126,3.01904761904762,0.0470454110881416,0.901208244491826
"HD_01_02","H_Discoid_1","HD",41.7,50,0.834,9.6,12,3.475,2085,217.1875,24.095663594315,2.53113940087595,0.263660354257912,19.1,179.450395982297,174.33,7.8,26.7,11.960075718465,"RT","C",5,5,3,0,"Feather","Trapezoidal_Asymmetric","Backed Flake",64,119,1.60299625468165,0.00478403028738599,0.245511386450984
"HD_01_03","H_Discoid_1","HD",39.9,27.4,1.45620437956204,5.1,5.2,5.26923076923077,1093.26,214.364705882353,-8.74250340272876,0.0816496580927727,0.0160097368809358,6.3,170.789944324976,42.84,2.8,18,25.5196078431373,"CX","L",5,5,3,0,"Feather","Triangular","Flake",70,109,1.23333333333333,0.0339916988693288,0.518207282913165
"HD_01_04","H_Discoid_1","HD",73.5,57.9,1.26943005181347,15.3333333333333,19.8,2.92424242424242,4255.65,277.542391304348,-11.1895949188766,3.18468557666565,0.207696885434716,68.04,162.402009603927,102.15,9,22.7,41.6607929515419,"RT","L",4,3,4,0,"Plunging","Triangular","Flake",74,110,1.39647577092511,0.0124271174920555,0.310327949094469
"HD_01_05","H_Discoid_1","HD",48.9,33.8,1.44674556213018,10.1666666666667,12.9,2.62015503875969,1652.82,162.572459016393,-3.27984399851722,1.93275853524323,0.19010739690917,22.91,173.431339734277,135.7,9.2,19.7,12.1799557848195,"CX","MF",5,5,2,1,"Feather","Trapezoidal_Asymmetric","Backed Flake",80,95,1.39593908629442,0.0106613527054545,0.202652910832719
"HD_01_06","H_Discoid_1","HD",50.5,37.4,1.35026737967914,5.7,6.6,5.66666666666667,1888.7,331.350877192982,-2.38225352028171,1.06770782520313,0.187317162316339,10.35,175.00473198312,36.38,6.8,10.7,51.9158878504673,"RT","L",5,5,3,0,"Feather","Triangular","Flake",80,101,2.44859813084112,0.0371156508982723,0.720175920835624
"HD_01_07","H_Discoid_1","HD",64.9,42.2,1.53791469194313,15.4,17.7,2.38418079096045,2738.78,177.842857142857,5.8216756523355,2.7067816067549,0.175765039399669,42.76,177.174365969053,130.82,12.4,21.1,20.9354838709677,"CC","C",5,5,4,0,"Feather","Triangular_Asymmetric","Backed Flake",66,121,1.60663507109005,0.0117559600362569,0.259134688885491
"HD_01_09","H_Discoid_1","HD",37.5,69.7,0.538020086083214,8.96666666666667,11.1,3.37837837837838,2613.75,291.496282527881,-19.856479026075,2.73901847788988,0.305466744746084,19.9,178.355818905782,209.625,7.5,34.5,12.4686940966011,"CX","C",2,2,3,0,"Feather","Trapezoidal","Flake",58,125,1.09855072463768,0.00256658359491098,0.180799045915325
"HD_01_10","H_Discoid_1","HD",56.5,32.5,1.73846153846154,10.8666666666667,13,2.5,1836.25,168.980061349693,10.9189473844074,1.51070255914995,0.139021707897235,20.68,162.006374338612,56.5486677646163,4.5,16,32.4720293613881,"RT","C",2,2,2,0,"Feather","Triangular","Flake",49,134,1.8,0.030742749691255,0.509295817894065
"HD_01_11","H_Discoid_1","HD",91.2,55.3,1.64918625678119,13.6,14.4,3.84027777777778,5043.36,370.835294117647,1.94736642381559,0.92736184954957,0.0681883712904096,81.74,175.474298134672,229.62,12.9,35.6,21.9639404233081,"BF","D",1,1,0,0,"Plunging","Triangular","Flake",78,115,1.37359550561798,0.00718224134126467,0.212960543506663
"HD_02_04","H_Discoid_2","HD",67,48.7,1.37577002053388,6.56666666666667,9.5,5.12631578947368,3262.9,496.888324873096,1.79569086752317,2.2939534045447,0.349333005768229,25.53,169.710548851277,74,8,18.5,44.0932432432432,"CC","L",1,1,0,0,"Feather","Triangular_Asymmetric","Backed Flake",72,110,2.21081081081081,0.0185914867639714,0.552702702702703
"HD_02_05","H_Discoid_2","HD",44.9,54,0.831481481481481,12.1,16.6,2.70481927710843,2424.6,200.380165289256,-21.1930794255718,4.41588043316392,0.36494879612925,26.29,170.278606521093,85.56,9.2,18.6,28.3380084151473,"CC","MF",3,2,1,0,"Feather","Triangular_Asymmetric","Backed Flake",72,110,1.83333333333333,0.00971810988173774,0.398550724637681
"HD_02_06","H_Discoid_2","HD",62.5,59.8,1.04515050167224,10.9333333333333,12.3,4.86178861788618,3737.5,341.844512195122,0.183346337986431,1.7931970208417,0.164011922637961,43.44,169.705031670667,149.175,6.5,27.2,25.0544662309368,"RT","C",3,2,3,0,"Feather","Trapezoidal_Asymmetric","Backed Flake",65,115,1.30514705882353,0.00700620413388464,0.237975532093179
